,Organization,Name,Farm,Address,Latitude,Longitude
604,SLC Agrícola,SLC Agricola S.A. ,Fazenda Planeste,"Rod MA 140, Km 200 - Balsas - Maranhão (Brasil)",-8.553880555555557,-46.859300000000005
605,SLC Agrícola,SLC Agricola S.A. ,Fazenda Planalto,Costa Rica - Mato Grosso do Sul (Brasil),-18.211030555555556,-53.203450000000004
606,SLC Agrícola,SLC Agricola S.A. ,Fazenda Pamplona,Cristalina - Goiás (Brasil),-16.227416666666667,-47.62601111111111
607,SLC Agrícola,SLC Agricola S.A.,Fazenda Panorama,Correntina - Bahia (Brasil),-13.408269444444445,-46.09628333333333
608,O Telhar Agropecuária,O Telhar Agropecuária LTDA,Fazenda Nova,Santo Antônio do Leste/MT,-14.925738888888889,-53.88522777777778
609,O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Primavera,Primavera do Leste/MT,-15.258522222222222,-54.154088888888886
610,Agropastoril Jatobasso,Fazenda Verde Agropastoril Jotabasso Ltda,Sementes Jotabasso - Fazenda Verde,Rondonópolis - MT,-16.584680555555554,-54.85796944444444
611,Girassol Agrícola,Fazenda Girassol,Fazenda Girassol,Pedra Preta - MT,-16.8375,-54.04222222222222
612,Grupo Hervalense,Grupo Hervalense,Grupo Hervalense,"Rodovia BR-364 KM- 650, Diamantino - MT",-14.1864,-56629
613,Fazenda Chapadão,Fazenda Chapadão,Grupo Hervalense,"Rodovia BR-364 KM- 696, Diamantino - MT",-14.1311,-57.01
614,Fazenda Lagoa do Cervo,Fazenda Lagoa do Cervo,Grupo Hervalense,"Rodovia BR-364 KM- 592, Diamantino - MT",-14468,-56204
615,Fazenda Modelo,Fazenda Modelo (Eswalter Zanetti e Outros),Fazenda Modelo,Campo Verde - MT,-15.4422970718181,-54.9268314506474
616,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Matão,"Rodovia GO-330 Orizona sentido Vianópolis, Km 01 à esquerda + 2 Km à direita. Orizona- GO - Brasil",-17.014830555555555,-48.311724999999996
617,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Cachoeira,"Orizona sentido povoado da Cachoeira, Km 22 à esquerda. Orizona-GO - Brasil",-16.914902777777776,-48.15588611111111
618,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Areias,"Rodovia GO-486 Orizona sentido Borboleta, Km 04 à direita. Orizona-GO - Brasil",-17.06336388888889,-48.30898055555555
619,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 07 à direita. Orizona- GO - Brasil",-17.05030277777778,-48.362183333333334
620,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Areias de Baixo,"Rodovia GO-219 Orizona sentido Montes Claros, após o povoado seguir por mais 2 Km à esquerda. Orizona-GO - Brasil",-17.163361111111108,-48.16511111111111
621,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 08 à esquerda. Orizona-GO - Brasil",-17.07025,-48.36688888888889
622,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Santana,"Rodovia GO-330 Orizona sentido Vianópolis, Km 25 à direita + 2 Km. Orizona-GO - Brasil",-16.8675,-48385
623,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral e Cuiabanos,"Orizona sentido povoado Taquaral, Km 08 à esquerda + 2 Km. Orizona-GO - Brasil",-16.935858333333332,-48.30178055555555
624,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 15. Silvânia-GO - Brasil",-16.778523,-48.633775
625,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio dos Bois,"Estrada Silvânia sentido São Miguel do Passa Quatro e BR-457, Km 40. Silvânia-GO - Brasil",-16.878407,-48.603229
626,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Retiro,"Rodovia GO-437, Km 21 à direita, Km 01. Silvânia-GO - Brasil",-16.522268,-48.553153
627,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Mucambo,"Rodovia GO 437, Km 24 à direita + 6 Km. Silvânia-GO - Brasil",-16.428912,-48.634759
628,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio do Peixe,"Rodovia GO-330, Km 109 à direita + 8 Km. Silvânia-GO - Brasil",-16.890582,-48.43886
629,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Ponte Alta,"Rodovia GO-330 sentido Leopoldo de Bulhões, trevo sentido a Cruzeiro, Km 12, 2 Km à esquerda. Silvânia-GO - Brasil ",-16.890582,-48.43886
630,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Boa Esperança,"Rodovia GO-330 sentido Leopoldo de Bulhões, trevo sentido a Cruzeiro, Km 12, 2 Km à esquerda. Silvânia-GO - Brasil ",-16.701849,-48.798744
631,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Rodovia GO-010 sentido Luziânia, após Posto Quilombo, 6 Km à direita + 7 Km à direita. Silvânia-GO - Brasil ",-16.605829,-48.260294
632,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Santa Rita,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 16. Silvânia-GO - Brasil",-16.859656,-48.29299
633,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral de Cima,"Rodovia GO 330, sentido Orizona/Caraíba, após 20 Km virar à direita e seguir por mais 4 Km. Vianópolis-GO - Brasil",-16.89455,-48.36691666666667
634,Fazenda Pau Furado,Fazenda Pau Furado,Fazenda Pau Furado,Teixeira Soares/PR,-25.182880555555556,-50.33135555555556
635,Fazenda Aurora,Fazenda Aurora,Fazenda Aurora,Carambeí - PR,-24.961066666666667,-50.11816388888889
636,Bom Jesus Agropecuaria ,Bom Jesus Agropecuaria Ltda,Fazenda Mirandópolis,Juscimeira/MT,-16.36227777777778,-55.07815
637,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Água Santa,"Rodovia BR 452, Km 258, CEP: 38170-000, Caixa Postal 21, Perdizes - MG - Brasil",-47.364068,-19.36025
638,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bandeirantes,"Rodovia GO 220, Km 35, esquerda 20 Km, Zona Rural, CEP: 75.915-000, Montividiu - GO - Brasil",-51.367197,-17.42317
639,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Boa Esperança,"Rodovia GO 174, Km 39, + 20 Km à direita, Rio Verde - GO - Brasil",-50.985993,-17.373805
640,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Boa Vista,"Rodovia GO 405, CEP: 75.980-000, Paraúna - GO - Brasil",-51.461452,-17.354913
641,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bom Jardim,"Rodovia GO 220, Km 27, Caixa Postal 515, CEP: 75.901-970, Montividiu - GO - Brasil",-51.461452,-17.354913
642,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bom Jardim (Dorothea),"Rodovia Montividiu-Caiapônia, Km 15 à direita, CEP: 75.915-000, Zona Rural, Montividiu - GO - Brasil",-51.32331,-17.286756
643,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bom Jardim (Marcelo),"Rodovia GO 220, Km 15 à direita, CEP: 75.980-000, Zona Rural, Montividiu - GO - Brasil",-51.329665,-17.281813
644,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Brasilanda,"Rodovia GO 174, Km 40 + 1 Km à esquerda, Rio Verde - GO - Brasil",-51.275933,-17.492133
645,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Cachoeirinha,"Rodovia GO 220, Km 60, CEP: 75.850-000, Zona Rural, Caiapônia - GO - Brasil",-51.645517,-17.238443
646,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Cana Verde,"Rodovia GO 174, Km 90, CEP: 75.850-000, Zona Rural, Rio Verde - GO - Brasil",-51.118167,-17.069333
647,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,DME,"Rodovia MG 410, Km 51, Zona Rural, Presidente Olegário - MG - Brasil",-46.426303,-18.072217
648,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Gameleira,"Rodovia MG 410, Km 51, Presidente Olegário - MG - Brasil",-46.35671,-17.836257
649,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Mata do Lobo,"Rodovia BR 452, Km 41 à direita, Rio Verde - GO - Brasil",-50.736345,-18.121277
650,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Mauá,"Rodovia GO 174, Km 60 - Montividiu - GO - Brasil",-51.344025,-17.235353
651,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Monte Alegre,"Avenida José Walter, n? 845, Setor Morada do Sol, CEP:75.908-780, Rio Verde - GO - Brasil",-51.42451,-17.49837
652,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Monte Alegre Pindaíbas,"Rodovia GO 333, Km 45, Rio Verde - GO - Brasil",-50.821303,-17.402428
653,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Pai Manoel,"Rodovia BR 060, Km 425, Rio Verde - GO - Brasil",-51.28907,-17.739327
654,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Paraíso do Rio Preto,"Rodovia BR 452, Km 41, Zona Rural, Rio Verde - GO - Brasil",-50.792807,-18.066978
655,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Paraíso Rio Preto,"Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil",-50.787721,-18083
656,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Salto de Minas,"Rodovia BR 497, Km 60, CEP: 38.140-000, Prata - MG - Brasil",-48.77671,-19.13843
657,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Santa Fé,"Zona Rural, Uberlândia - MG - Brasil",-48.03494,-19.222047
658,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Santa Mônica,"Rodovia BR 060, Km 373 + 3 Km à esquerda, CEP: 75.900-000, Zona Rural, Rio Verde - GO - Brasil",-50.812352,-17.728242
659,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Santa Rita e arrendamento,"Rodovia GO 050, Km 14, Zona Rural, CEP 75.980-000, Paraúna - GO - Brasil",-50.525807,-17.204747
660,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São Francisco,"Rodovia BR 060, Km 422 + à direita 60 Km, Zona Rural, Rio Verde - GO - Brasi",-51.601532,-17.492395
661,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São João,"Rodovia 365, Km 351, Zona Rural, Varjão de Minas / MG - Brasil",-46.056212,-18.42833
662,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São José,"Rodovia GO 050, Km 227 + 5 Km à esquerda, Zona Rural, Rio Verde - GO - Brasil",-51.078808,-17.206031
663,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São Sebastião,"Rodovia GO 174, Km 40 + 1 Km à esquerda + 32 Km, Rio Verde - GO - Brasil",-51.464028,-17.524475
664,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São Tomaz,"Rodovia BR 060, Km 407 à esquerda, Zona Rural, Rio Verde - GO - Brasil",-51.115422,-17.819058
665,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Segredo,"Rodovia GO 174, Km 39, à esquerda 38 Km, Zona Rural, Rio Verde - GO - Brasil",-47.707017,-18.861594
666,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Speggiorini,"Rodovia 365, Km 556 + 7 Km, Estrela do Sul / MG - Brasil",-47.707017,-18.861594
667,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Torre,"Rodovia GO 158, Km 72 - Jataí - GO - Brasil",-51.881125,-17.353563
668,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Tropical,"  Rodovia GO 220, Km 21,5 sentido Montividiu-Caiapônia, Zona Rural,CEP 75.915-000, Montividiu - GO - Brasil",-51.403618,-17.394317
669,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Vargem Grande,"Rodovia GO 220, Km 17, Montividiu - GO - Brasil",-51.483038,-17.371451
670,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Vargem Grande/Planalto Verde,"Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil",-51.58419667,-17.43054833
671,Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Vitória,"Rodovia GO 174, Km 45 à esquerda (Cana Verde), após o trevo de Montividiu, Zona Rural, Rio Verde - GO - Brasil",-51.475864,-17.43818
672,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Jaborandi,"MT 242, Km 32, Sorriso-MT - Brasil",-12.150277777777777,-55.75083333333333
673,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda São Felipe,"Rodovia BR 163, Km 708, Distrito de Primavera-MT - Brasil",-12.788533333333334,-55.78503055555555
674,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda São Marcos,"BR 163, Km 708, Linha Morocó, Sorriso-MT - Brasil",-12.960486111111111,-55.77930555555555
675,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santa Maria Amazônia,"Km 20 sentido Ipiranga do Norte, Sorriso-MT - Brasil",-12.371111111111112,-55805
676,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santana,"BR 163, Km 776, 4 Km à direita, Sorriso-MT - Brasil",-9.053305555555557,-65.41750833333334
677,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Videirense,"BR 163 Km 729, Sorriso-MT - Brasil",-12.859094444444445,-55.743830555555554
678,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Cella,"Mt 242 Km 34 Linha Tropical sentido Ipiranga do Norte, Sorriso-MT - Brasil",-12.502161666666666,-56.4691125
679,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Berrante de Ouro,"Rodovia MT487, Km23 - Gleba Barreiro, Sorriso-MT - Brasil",-12.085497222222223,-55.66502777777777
680,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Alegria,"Rod. BR 163 Km 720, Sorriso-MT - Brasil",-12.804975,-55.776375
681,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Gamada,"MT 320 a 22 KM trevo de Nova Canaã lado direito, Nova Canaã- MT - Brasil",-10.422672222222221,-55.67885833333333
682,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Pedra,"BR 163 Km 719, Sorriso-MT - Brasil",-12.815619444444446,-55.764494444444445
683,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Pluma,"MT 242 Estrada do macaco por 20 Km, Sorriso-MT - Brasil",-12.830516666666666,-55.383494444444445
684,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Pinhal,"Pontal do Verde, Polícia Federal 30 Km, Sorriso-MT - Brasil",-12.940572222222222,-55.58058333333334
685,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santo Antônio,"Br 163 Distrito de Primaverinha, Sorriso-MT - Brasil",-12.947222222222223,-55.85277777777778
686,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Nossa Senhora da Salete,"BR 163, Km 768 + 20 Km, Vera-MT - Brasil",-12.481625,-55.48473888888889
687,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Morena,"MT 235 Km 32 + 10 à direita + 3 à direita, Campo Novo do Parecis-MT - Brasil",-14365,-58.10008333333334
688,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Centro da Mata,"MT 242 Km 759, Nova Ubiratã-MT - Brasil",-13.070797222222222,-54.96544166666667
689,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Rodeio,"BR 242 KM 29, Sorriso-MT - Brasil",-12.723611111111111,-55.532777777777774
690,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santa Ernestina,"Rod. BR 163 Km 760 à esquerda, Sorriso-MT - Brasil",-12.479655555555556,-55.696305555555554
691,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Leopoldina,"BR 163 KM 722 + 53 à esquerda, Sorriso-MT - Brasil",-12.575758333333333,-56.01485
692,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Marauense,"BR 163 + 50 KM à direita, Sorriso-MT - Brasil",-13.128222222222222,-55.32194444444445
693,Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Criciúma,"Rodovia MT 242 Km 50, Nova Ubiratã-MT, Brasil",-13.338591666666668,-55.11895277777778
694,Fazenda Agrícola Dourado,Fazenda Agrícola Dourado S.A,Fazenda Agrícola Dourado,"Estrada NL 10, s/n km 5. Zona Rural. Nortelândia - MT",-14.372530555555556,-56.76291666666667
695,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Santa Mônica,Rondonópolis/MT,-16.984333333333336,-54.75418888888889
696,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Tolosa,Brasnorte/MT,-13.187850000000001,-57.99461111111111
697,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Caroline,Primavera do Leste/MT,-15.156175000000001,-54.146924999999996
698,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Garça Branca,Campo Verde/MT,-15.182258333333333,-54.50257222222222
699,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Rio de Janeiro,Barreiras/BA,-11.89273888888889,-46.01746388888889
700,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda São Pedro,São Desidério/BA,-12.583083333333333,-46.02796111111111
701,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Serra Branca,Balsas/MA,-8.806372222222222,-46.84554444444445
702,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Graziele,Tasso Fragoso/MA,-8.448791666666667,-46.053752777777774
703,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Cambará,Correntina/BA,-13.591775,-45.99348611111111
704,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Santa Maria da Fontoura,oura Canabrava do Norte/MT,-10.997847222222221,-52.16065833333333
705,Grupo Reinhofer,Grupo Reinhofer,Fazenda Campo Bonito,Reserva do Iguaçu/PR,-25.777569444444442,-51.92722777777777
706,Grupo Reinhofer,Grupo Reinhofer,Fazenda Santa Bárbara,Pinhão/PR,-25.654052777777775,-51.79506666666666
707,Grupo Reinhofer,Grupo Reinhofer,Fazenda Cupim,Guarapuava/PR,-25.560591666666667,-51.51327222222222
708,Grupo Reinhofer,Grupo Reinhofer,Fazenda Santa Isabel,Guarapuava/PR,-25.552802777777778,-51.35186111111111
709,Grupo Reinhofer,Grupo Reinhofer,Fazenda Invernada da Reserva,Reserva do Iguaçu/PR,-25.869819444444445,-51.97208055555556
710,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteament o Santa Catarina - Município de Campos Lindos - Tocantins - BR,-8.119722222222222,-46.53055555555555
711,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteament o Santa Catarina - Campos Lindos - Tocantins - BR,-8.293055555555556,-46.776944444444446
712,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,-7.420833333333333,-46.36138888888889
713,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"FazendaB atavo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão",-8.564722222222223,-46.67944444444444
714,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda União,"Zona Rural, São Valério da Natividade - TO",-11.548055555555555,-46.67944444444444
715,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,-7.654166666666667,-46.66416666666667
716,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Faz. Saquarema,Carmo da Cachoeira - MG,-21.52791111111111,-45.25128611111111
717,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Faz. Verdes Mares,Guapé - MG,-20.823544444444444,-45.938377777777774
718,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Faz. Potreiro,Três Pontas - MG,-21.380283333333335,-45.308474999999994
719,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Agrorossi,Serra Salitre - MG,-19.435080555555555,-46.84454166666667
720,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,São Pedro,Ibiá - MG,-19.516130555555556,-46.53453888888889
721,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Fazenda Novo Horizonte,Medeiros - MG,-19.937797222222223,-46.43993333333333
722,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Fazenda Vitoria,São Bento Abade - MG,-21.60213888888889,-45.10445555555556
723,Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Fazenda Potreiro,Três Pontas - MG,-21.380283333333335,-45.308474999999994
724,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Carolina do Norte,T. Fragoso/MA,-9.23286388888889,-46.53489166666667
725,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rio Verde,Loreto/MA,-7.854863888888889,-45.79848055555556
726,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Granja Ceres,S. R. das Mangabeiras/MA,-7.2877777777777775,-46.21008055555556
727,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Itapuá,A.Parnaíba/MA,-9.056405555555557,-46.34009166666667
728,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Ouro Branco,Paracatu/MG,-17.216733333333334,-47.0485
729,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rainha da Serra,Uruçuí/PI,-7.929830555555556,-44.408975
730,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Progresso,Sebastião Leal/PI,-7.456163888888889,-44.162416666666665
731,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Tunísia,Uruçui/PI,-7.4108888888888895,-44.31197222222222
732,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Nova Holanda,Balsas/MA,-8.83783888888889,-46.56133333333333
733,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Sol Nascente,Balsas/MA,-7.407333333333334,-46.014833333333335
734,Bartira Agropecuária,Fazendas Bartira,Fazenda Pirapitinga,Canápolis - MG,-18.773725,-49.22685
735,Bartira Agropecuária,Fazendas Bartira,Fazenda San Jorge,Costa Rica - MS,-53.168416666666666,-18.716055555555556
736,Bartira Agropecuária,Fazendas Bartira,Fazenda San Antônio,Tangará da Serra - MT,-57.89548888888889,-14.320113888888889
737,Bartira Agropecuária,Fazendas Bartira,Fazenda Morumbi Agropecuária S.A,Alto da Boa Vista - MT,-51.91063888888889,-11.888805555555555
738,Bartira Agropecuária,Fazendas Bartira,Fazenda Bacuri,Riachão - MA,-46.42808888888889,-8.376416666666668
739,Bartira Agropecuária,Fazendas Bartira,Fazenda Horizontina Leste,Tasso Fragoso - MA,-45.74746388888889,-7.8708027777777785
740,Bartira Agropecuária,Fazendas Bartira,Fazenda Horizontina Norte,Campos Lindos - TO,-8.249437,-7.8708027777777785
741,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,AgroAna,"Rodovia MT 242, Ipiranga do Norte/MT, Brasil",-12.26558611111111,-56.19936388888888
742,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,América,"Rodovia MT 220, Km 135, Tabaporã/MT, Brasil",-11.546308333333334,-56.516375
743,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Boa Vista,"Rodovia MT 140, Km 10 + 5 Km à direita, Sorriso/MT, Brasil",-13.152155555555556,-55.37456666666667
744,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Conquista,"Rodovia MT 422 sentido União do Sul, no trevo da sete placa + 22 Km, Santa Carmem/MT, Brasil",-12.003072222222222,-54.671613888888885
745,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Diamantino,"Rodovia BR 163, Km 797 + 15 à direita, Sinop/MT, Brasil",-12.125052777777778,-55.48029722222223
746,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Fênix,"Rodovia MT 220, Km 90, Porto dos Gaúchos/MT, Brasil",-11.748022222222222,-56.117777777777775
747,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,JP,"Rodovia BR 242, Km 680 sentido Água Limpa, Nova Ubiratã/MT, Brasil",-13.245861111111111,-55.187263888888886
748,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Nossa Sr? da Carmo,"Comunidade Tropical, S/N, Zona Rural, Sorriso/MT, Brasil",-12.401736111111111,-55.975455555555556
749,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Potrich,"Rodovia MT 242, Km 50 + 5 Km à direita, Sorriso/MT, Brasil",-12.922130555555555,-55.53149722222222
750,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Pressi,"Gleba Barreiro S/N, Zona Rural, Sorriso/MT, Brasil",-12.234741666666666,-55.76791388888889
