Organization,Name,Farm,Address,Latitude,Longitude
O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Primavera,Primavera do Leste/MT,15º15'30.6 8''S,54º9'1 4.72''O
Agropastoril Jatobasso,Fazenda Verde Agropastoril Jotabasso Ltda,Sementes Jotabasso - Fazenda Verde,Rondonópolis - MT,16º35'4.85''S,54º51'28.6 9''O
Girassol Agrícola,Fazenda Girassol,Fazenda Girassol,Pedra Preta - MT,16º50'15''S,54º02'32'' W
Grupo Hervalense,Grupo Hervalense,Grupo Hervalense,"Rodovia BR-364 KM- 650, Diamantino - MT","-14,1864","-56,629"
Fazenda Chapadão,Fazenda Chapadão,Grupo Hervalense,"Rodovia BR-364 KM- 696, Diamantino - MT","-14,1311","-57,01"
Fazenda Lagoa do Cervo,Fazenda Lagoa do Cervo,Grupo Hervalense,"Rodovia BR-364 KM- 592, Diamantino - MT","-14,468","-56,204"
Fazenda Modelo,Fazenda Modelo (Eswalter Zanetti e Outros),Fazenda Modelo,Campo Verde - MT,"-15,4422970718181","-54,9268314506474"
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Matão,"Rodovia GO-330 Orizona sentido Vianópolis, Km 01 à esquerda + 2 Km à direita. Orizona- GO - Brasil",17º 0'53.39''S,48º18'42.21''O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Cachoeira,"Orizona sentido povoado da Cachoeira, Km 22 à esquerda. Orizona-GO - Brasil",16º54'53.65''S,48º 9'21.19''O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Areias,"Rodovia GO-486 Orizona sentido Borboleta, Km 04 à direita. Orizona-GO - Brasil",17º 3'48.11''S,48º18'32.33''O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 07 à direita. Orizona- GO - Brasil",17º 3'1.09''S,48º21'43.86''O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Areias de Baixo,"Rodovia GO-219 Orizona sentido Montes Claros, após o povoado seguir por mais 2 Km à esquerda. Orizona-GO - Brasil",17º 9.481'S,48º 9.544'O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 08 à esquerda. Orizona-GO - Brasil",17º 4.129'S,48º 22.008'O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Santana,"Rodovia GO-330 Orizona sentido Vianópolis, Km 25 à direita + 2 Km. Orizona-GO - Brasil",16º 52.030'S,48º 23.060'O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral e Cuiabanos,"Orizona sentido povoado Taquaral, Km 08 à esquerda + 2 Km. Orizona-GO - Brasil",16º 56.909'S,48º 18.641'O
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 15. Silvânia-GO - Brasil",-16.778523,-48.633775
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio dos Bois,"Estrada Silvânia sentido São Miguel do Passa Quatro e BR-457, Km 40. Silvânia-GO - Brasil",-16.878407,-48.603229
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Retiro,"Rodovia GO-437, Km 21 à direita, Km 01. Silvânia-GO - Brasil",-16.522268,-48.553153
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Mucambo,"Rodovia GO 437, Km 24 à direita + 6 Km. Silvânia-GO - Brasil",-16.428912,-48.634759
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio do Peixe,"Rodovia GO-330, Km 109 à direita + 8 Km. Silvânia-GO - Brasil",-16.890582,-48.438860
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Ponte Alta,"Rodovia GO-330 sentido Leopoldo de Bulhões, trevo sentido a Cruzeiro, Km 12, 2 Km à esquerda. Silvânia-GO - Brasil ",-16.890582,-48.438860
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Boa Esperança,"Rodovia GO-330 sentido Leopoldo de Bulhões, trevo sentido a Cruzeiro, Km 12, 2 Km à esquerda. Silvânia-GO - Brasil ",-16.701849,-48.798744
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Rodovia GO-010 sentido Luziânia, após Posto Quilombo, 6 Km à direita + 7 Km à direita. Silvânia-GO - Brasil ",-16.605829,-48.260294
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Santa Rita,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 16. Silvânia-GO - Brasil",-16.859656,-48.292990
Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral de Cima,"Rodovia GO 330, sentido Orizona/Caraíba, após 20 Km virar à direita e seguir por mais 4 Km. Vianópolis-GO - Brasil",16º53'40.38''S,48º22'0.90''O
Fazenda Pau Furado,Fazenda Pau Furado,Fazenda Pau Furado,Teixeira Soares/PR,"25º10'58,3 7'' S","50º19'52,8 8'' O "
Fazenda Aurora,Fazenda Aurora,Fazenda Aurora,Carambeí - PR,"24º57'39,8 4'' S","50º07'05,3 9'' O"
Bom Jesus Agropecuaria ,Bom Jesus Agropecuaria Ltda,Fazenda Mirandópolis,Juscimeira/MT,16º21'44.2 0''S,55º 4'41.34''O
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Água Santa,"Rodovia BR 452, Km 258, CEP: 38170-000, Caixa Postal 21, Perdizes - MG - Brasil","-47,364068","-19,36025"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bandeirantes,"Rodovia GO 220, Km 35, esquerda 20 Km, Zona Rural, CEP: 75.915-000, Montividiu - GO - Brasil","-51,367197","-17,42317"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Boa Esperança,"Rodovia GO 174, Km 39, + 20 Km à direita, Rio Verde - GO - Brasil","-50,985993","-17,373805"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Boa Vista,"Rodovia GO 405, CEP: 75.980-000, Paraúna - GO - Brasil","-51,461452","-17,354913"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bom Jardim,"Rodovia GO 220, Km 27, Caixa Postal 515, CEP: 75.901-970, Montividiu - GO - Brasil","-51,461452","-17,354913"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bom Jardim (Dorothea),"Rodovia Montividiu-Caiapônia, Km 15 à direita, CEP: 75.915-000, Zona Rural, Montividiu - GO - Brasil","-51,32331","-17,286756"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Bom Jardim (Marcelo),"Rodovia GO 220, Km 15 à direita, CEP: 75.980-000, Zona Rural, Montividiu - GO - Brasil","-51,329665","-17,281813"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Brasilanda,"Rodovia GO 174, Km 40 + 1 Km à esquerda, Rio Verde - GO - Brasil","-51,275933","-17,492133"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Cachoeirinha,"Rodovia GO 220, Km 60, CEP: 75.850-000, Zona Rural, Caiapônia - GO - Brasil","-51,645517","-17,238443"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Cana Verde,"Rodovia GO 174, Km 90, CEP: 75.850-000, Zona Rural, Rio Verde - GO - Brasil","-51,118167","-17,069333"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,DME,"Rodovia MG 410, Km 51, Zona Rural, Presidente Olegário - MG - Brasil","-46,426303","-18,072217"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Gameleira,"Rodovia MG 410, Km 51, Presidente Olegário - MG - Brasil","-46,35671","-17,836257"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Mata do Lobo,"Rodovia BR 452, Km 41 à direita, Rio Verde - GO - Brasil","-50,736345","-18,121277"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Mauá,"Rodovia GO 174, Km 60 - Montividiu - GO - Brasil","-51,344025","-17,235353"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Monte Alegre,"Avenida José Walter, n? 845, Setor Morada do Sol, CEP:75.908-780, Rio Verde - GO - Brasil","-51,42451","-17,49837"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Monte Alegre Pindaíbas,"Rodovia GO 333, Km 45, Rio Verde - GO - Brasil","-50,821303","-17,402428"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Pai Manoel,"Rodovia BR 060, Km 425, Rio Verde - GO - Brasil","-51,28907","-17,739327"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Paraíso do Rio Preto,"Rodovia BR 452, Km 41, Zona Rural, Rio Verde - GO - Brasil","-50,792807","-18,066978"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Paraíso Rio Preto,"Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil","-50,787721","-18,083"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Salto de Minas,"Rodovia BR 497, Km 60, CEP: 38.140-000, Prata - MG - Brasil","-48,77671","-19,13843"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Santa Fé,"Zona Rural, Uberlândia - MG - Brasil","-48,03494","-19,222047"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Santa Mônica,"Rodovia BR 060, Km 373 + 3 Km à esquerda, CEP: 75.900-000, Zona Rural, Rio Verde - GO - Brasil","-50,812352","-17,728242"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Santa Rita e arrendamento,"Rodovia GO 050, Km 14, Zona Rural, CEP 75.980-000, Paraúna - GO - Brasil","-50,525807","-17,204747"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São Francisco,"Rodovia BR 060, Km 422 + à direita 60 Km, Zona Rural, Rio Verde - GO - Brasi","-51,601532","-17,492395"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São João,"Rodovia 365, Km 351, Zona Rural, Varjão de Minas / MG - Brasil","-46,056212","-18,42833"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São José,"Rodovia GO 050, Km 227 + 5 Km à esquerda, Zona Rural, Rio Verde - GO - Brasil","-51,078808","-17,206031"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São Sebastião,"Rodovia GO 174, Km 40 + 1 Km à esquerda + 32 Km, Rio Verde - GO - Brasil","-51,464028","-17,524475"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,São Tomaz,"Rodovia BR 060, Km 407 à esquerda, Zona Rural, Rio Verde - GO - Brasil","-51,115422","-17,819058"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Segredo,"Rodovia GO 174, Km 39, à esquerda 38 Km, Zona Rural, Rio Verde - GO - Brasil","-47,707017","-18,861594"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Speggiorini,"Rodovia 365, Km 556 + 7 Km, Estrela do Sul / MG - Brasil","-47,707017","-18,861594"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Torre,"Rodovia GO 158, Km 72 - Jataí - GO - Brasil","-51,881125","-17,353563"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Tropical,"  Rodovia GO 220, Km 21,5 sentido Montividiu-Caiapônia, Zona Rural,CEP 75.915-000, Montividiu - GO - Brasil","-51,403618","-17,394317"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Vargem Grande,"Rodovia GO 220, Km 17, Montividiu - GO - Brasil","-51,483038","-17,371451"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Vargem Grande/Planalto Verde,"Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil","-51,58419667","-17,43054833"
Aliança da Terra,Aliança da Terra Gestora - Grupo IV,Vitória,"Rodovia GO 174, Km 45 à esquerda (Cana Verde), após o trevo de Montividiu, Zona Rural, Rio Verde - GO - Brasil","-51,475864","-17,43818"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Jaborandi,"MT 242, Km 32, Sorriso-MT - Brasil",12.9' 1'' S,55.45'3'' O
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda São Felipe,"Rodovia BR 163, Km 708, Distrito de Primavera-MT - Brasil",12.47'18.72'' S,55.47'06.11'' O
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda São Marcos,"BR 163, Km 708, Linha Morocó, Sorriso-MT - Brasil","12º 57' 37,75''S","55º 46' 45,5'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santa Maria Amazônia,"Km 20 sentido Ipiranga do Norte, Sorriso-MT - Brasil",12.22'16'' S,55.48'18'' O
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santana,"BR 163, Km 776, 4 Km à direita, Sorriso-MT - Brasil",8º 63' 11.9'' S,"65º 24'63,03'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Videirense,"BR 163 Km 729, Sorriso-MT - Brasil",12.51'32.74'' S,55.44'37.79'' O
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Cella,"Mt 242 Km 34 Linha Tropical sentido Ipiranga do Norte, Sorriso-MT - Brasil",12.30'7782'' S,55.88'8805'' O
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Berrante de Ouro,"Rodovia MT487, Km23 - Gleba Barreiro, Sorriso-MT - Brasil",12.05.779' S,55.39.541' O
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Alegria,"Rod. BR 163 Km 720, Sorriso-MT - Brasil","12º48'17,91'' S","55º46'34,95'' W"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Gamada,"MT 320 a 22 KM trevo de Nova Canaã lado direito, Nova Canaã- MT - Brasil",10º25'21.62'' S,"55º40'43,89'' W"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Pedra,"BR 163 Km 719, Sorriso-MT - Brasil","12º48'56,23'' S","55º45'52,18'' W"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Pluma,"MT 242 Estrada do macaco por 20 Km, Sorriso-MT - Brasil","12º49'49,86'' S","55º23'00,58'' W"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Pinhal,"Pontal do Verde, Polícia Federal 30 Km, Sorriso-MT - Brasil","12º56'26,06'' S","55º34'50,1'' W"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santo Antônio,"Br 163 Distrito de Primaverinha, Sorriso-MT - Brasil",12º56'50'' S,55º51'10'' W
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Nossa Senhora da Salete,"BR 163, Km 768 + 20 Km, Vera-MT - Brasil","12º 28' 53,85'' S","55º 29' 05,06'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Morena,"MT 235 Km 32 + 10 à direita + 3 à direita, Campo Novo do Parecis-MT - Brasil",13º81'54'' S,"57º65'60,3'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Centro da Mata,"MT 242 Km 759, Nova Ubiratã-MT - Brasil","13º04'14,87'' S","54º57'55,59'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Rodeio,"BR 242 KM 29, Sorriso-MT - Brasil","12º43'25,00'' S","55º31'58,00'O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Santa Ernestina,"Rod. BR 163 Km 760 à esquerda, Sorriso-MT - Brasil","12º 28'46,76'' S","55 41'46,7'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Leopoldina,"BR 163 KM 722 + 53 à esquerda, Sorriso-MT - Brasil","12º34'32,73'' S","56º00'53,46'' O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Marauense,"BR 163 + 50 KM à direita, Sorriso-MT - Brasil","13º07'41,6''S","55º19'19,0''O"
Associação Clube Amigos da Terra ,Associacao Clube Amigos da Terra -CAT Sorriso,Fazenda Criciúma,"Rodovia MT 242 Km 50, Nova Ubiratã-MT, Brasil","13º20'18,93'' S","55º07'08,23'' O"
Fazenda Agrícola Dourado,Fazenda Agrícola Dourado S.A,Fazenda Agrícola Dourado,"Estrada NL 10, s/n km 5. Zona Rural. Nortelândia - MT","14º22'21,1 1''S","56º45'46,5'' O"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Santa Mônica,Rondonópolis/MT,16º59'03.60'',54º45'15.08''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Tolosa,Brasnorte/MT,13º11'16.26''S,57º59'40.60''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Caroline,Primavera do Leste/MT,15º09'22.23'',54º08'48.93''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Garça Branca,Campo Verde/MT,15º10'56.13'',54º30'9.26''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Rio de Janeiro,Barreiras/BA,11º53'33.86'',46º01'02.87''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda São Pedro,São Desidério/BA,12º34'59.10'',46º01'40.66'
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Serra Branca,Balsas/MA,08º48'22.94'',46º50'43.96''O
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Graziele,Tasso Fragoso/MA,08º26'55.65'',46º03'13.51''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Cambará,Correntina/BA,13º35'30.39'',45º59'36.55''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificação LTDA. Grupo III,Fazenda Santa Maria da Fontoura,oura Canabrava do Norte/MT,10º59'52.25''S,52º09'38.37''
Grupo Reinhofer,Grupo Reinhofer,Fazenda Campo Bonito,Reserva do Iguaçu/PR,25º46'39.2 50''S,51º55'38.0 20''O
Grupo Reinhofer,Grupo Reinhofer,Fazenda Santa Bárbara,Pinhão/PR,25º39'14.5 95''S,51º47'42.2 42''O
Grupo Reinhofer,Grupo Reinhofer,Fazenda Cupim,Guarapuava/PR,25º33'38.1 32'',51º30'47.7 85''
Grupo Reinhofer,Grupo Reinhofer,Fazenda Santa Isabel,Guarapuava/PR,25º33'10.0 9''S,51º21'6.70' 'O
Grupo Reinhofer,Grupo Reinhofer,Fazenda Invernada da Reserva,Reserva do Iguaçu/PR,25º52'11.3 59'',51º58'19.4 97''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteament o Santa Catarina - Município de Campos Lindos - Tocantins - BR,S 08o07'11'',W 46o31'50''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteament o Santa Catarina - Campos Lindos - Tocantins - BR,S 08o17'35'',W 46o46'37''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,S 07o25'15'',W 46o21'41''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"FazendaB atavo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão",S 08o33'53'',W 46o40'46''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda União,"Zona Rural, São Valério da Natividade - TO",S 11o32'53'',W 46o40'46''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,S 07 39 15'',W 46 39 51''
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Faz. Saquarema,Carmo da Cachoeira - MG,21º31'40.4 8'' S,45º15'04.6 3''
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Faz. Verdes Mares,Guapé - MG,20º49'24.7 6'' S,45º56'18.1 6'' W
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Faz. Potreiro,Três Pontas - MG,"21º 22'49,02'' S","45º18'30,51'' W"
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Agrorossi,Serra Salitre - MG,19º 26'06.29'' S,46º50'40.35'' W
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,São Pedro,Ibiá - MG,19`30`58.0 7``S,46`32`04.3 4``W
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Fazenda Novo Horizonte,Medeiros - MG,19º56'16.0 7''S,46º26'23.7 6''W
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Fazenda Vitoria,São Bento Abade - MG,21º36'7.70'' S,45º6'16.04''W
Saag Comercial Exportadora ,SAAG Comercial Exportadora Ltda. non-GMO,Fazenda Potreiro,Três Pontas - MG,"21º22'49,0 2'' S","45º18'30,51''W"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Carolina do Norte,T. Fragoso/MA,"08º73'58,3 1''","46º32'05,6 1''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rio Verde,Loreto/MA,"07º50'77,5 1''","45º47'54,5 3''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Granja Ceres,S. R. das Mangabeiras/MA,"07º16'76,0 0''","45º72'36,2 9''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Itapuá,A.Parnaíba/MA,"09º03'23,0 6''","46º19'84,3 3''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Ouro Branco,Paracatu/MG,"16º72'60,2 4''","47º02'54,6 0''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN III,Rainha da Serra,Uruçuí/PI,"07º55'47,3 9''","44º24'32,3 1''"
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Progresso,Sebastião Leal/PI,"7º27'22,19''",44º09'44.7 ''
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Tunísia,Uruçui/PI,"7º24'39,20''",44º18'43.1''
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Nova Holanda,Balsas/MA,"8º50'16,22''",46º33'40.8''
Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,FAPCEN,Fazenda Sol Nascente,Balsas/MA,"7º24'26,40''",46º00'53.4''
Bartira Agropecuária,Fazendas Bartira,Fazenda Pirapitinga,Canápolis - MG,"-18,773725","-49,22685"
Bartira Agropecuária,Fazendas Bartira,Fazenda San Jorge,Costa Rica - MS,"53º10'06,3''","18º42'57,8''"
Bartira Agropecuária,Fazendas Bartira,Fazenda San Antônio,Tangará da Serra - MT,"57º53'43,76''","14º19'12,41''S"
Bartira Agropecuária,Fazendas Bartira,Fazenda Morumbi Agropecuária S.A,Alto da Boa Vista - MT,"51º 54' 38,3''","11º 53' 19,7'' S"
Bartira Agropecuária,Fazendas Bartira,Fazenda Bacuri,Riachão - MA,"46º25'41,124''","8º22'35,106''"
Bartira Agropecuária,Fazendas Bartira,Fazenda Horizontina Leste,Tasso Fragoso - MA,"45º44'50,87''","7º52'14,89''"
Bartira Agropecuária,Fazendas Bartira,Fazenda Horizontina Norte,Campos Lindos - TO,"-8,249437","7º52'14,89''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,AgroAna,"Rodovia MT 242, Ipiranga do Norte/MT, Brasil","12º15'56,11''","56º11'57,71''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,América,"Rodovia MT 220, Km 135, Tabaporã/MT, Brasil",11º32'46.71'',56º30'58.95''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Boa Vista,"Rodovia MT 140, Km 10 + 5 Km à direita, Sorriso/MT, Brasil","13º09'07,76''","55º22'28,44''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Conquista,"Rodovia MT 422 sentido União do Sul, no trevo da sete placa + 22 Km, Santa Carmem/MT, Brasil","12º00'11,06''","54º40'17,81''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Diamantino,"Rodovia BR 163, Km 797 + 15 à direita, Sinop/MT, Brasil","12º7'30,19''","55º28'49,07''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Fênix,"Rodovia MT 220, Km 90, Porto dos Gaúchos/MT, Brasil",11º44'52.88'',56º 7'4.00''
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,JP,"Rodovia BR 242, Km 680 sentido Água Limpa, Nova Ubiratã/MT, Brasil","13º14'45,10''","55º11'14,15''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Nossa Sr? da Carmo,"Comunidade Tropical, S/N, Zona Rural, Sorriso/MT, Brasil","12º24'6,25''","55º58'31,64''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Potrich,"Rodovia MT 242, Km 50 + 5 Km à direita, Sorriso/MT, Brasil","12º55'19,67''","55º31'53,39''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Pressi,"Gleba Barreiro S/N, Zona Rural, Sorriso/MT, Brasil","12º14'5,07''","55º46'4,49''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Rio Branco,"Rodovia MT 010, 35 Km após Ipiranga do Norte sentido ""moegão da Bunge"", Ipiranga do Norte/MT, Brasil","11º57'24,15''","56º9'10,06''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Santa Carmen,"Rodovia MT 422, Gleba Manitsua- Missu, Santa Carmen/MT, Brasil","12º46'21,65''","55º57'15,72''"
